,truck_no,load_date,end_point
39032,鲁L69651,2021-11-28 06:01:01,P000043918
39033,鲁L67653,2021-11-28 06:01:32,P000043918
39037,鲁L67065,2021-11-28 06:11:01,P000021313
39040,鲁UP8116,2021-11-28 06:13:31,P000043918
39041,苏GU9223,2021-11-28 06:14:00,P000018362
39042,苏GU9223,2021-11-28 06:14:00,P000061093
39043,鲁UG6805,2021-11-28 06:14:02,P000043918
39046,苏GK3918,2021-11-28 06:16:05,P000018362
39047,苏GK3918,2021-11-28 06:16:05,P000061093
39051,鲁L16333,2021-11-28 06:19:45,P000036016
39054,鲁L85333,2021-11-28 06:25:48,P000036016
39055,鲁UT6762,2021-11-28 06:28:32,P000043918
39070,鲁L57353,2021-11-28 06:39:32,P000014202
39073,鲁L88905,2021-11-28 06:43:02,P000055787
39076,鲁L72029,2021-11-28 06:47:31,P000046951
39082,鲁L75905,2021-11-28 07:02:01,P000014930
39094,鲁L76155,2021-11-28 07:09:02,P000073281
39099,鲁L69300,2021-11-28 07:14:01,P000072182
39101,苏GM7780,2021-11-28 07:16:05,P000061093
39102,苏GM7780,2021-11-28 07:16:05,P000018362
39103,鲁L65172,2021-11-28 07:18:31,P000072182
39104,鲁L85902,2021-11-28 07:19:01,P000073281
39105,鲁L15310,2021-11-28 07:20:31,P000073281
39123,苏GT3562,2021-11-28 08:06:00,P000061093
39124,苏GT3562,2021-11-28 08:06:00,P000018362
39126,苏GV2010,2021-11-28 08:10:00,P000018362
39127,苏GV2010,2021-11-28 08:10:00,P000061093
39128,苏GP5912,2021-11-28 08:13:02,P000061093
39129,苏GP5912,2021-11-28 08:13:02,P000018362
39133,苏GR8369,2021-11-28 08:18:00,P000061093
39134,苏GR8369,2021-11-28 08:18:00,P000018362
39135,苏GQ6109,2021-11-28 08:22:00,P000061093
39136,苏GQ6109,2021-11-28 08:22:00,P000018362
39137,鲁Q307EU,2021-11-28 08:25:56,P000061093
39138,鲁Q307EU,2021-11-28 08:25:56,P000018362
39141,苏GY7057,2021-11-28 08:32:00,P000061093
39142,苏GY7057,2021-11-28 08:32:00,P000018362
39144,鲁L69152,2021-11-28 08:33:01,P000021313
39148,鲁L70699,2021-11-28 08:34:37,P000077535
39150,苏GB3319,2021-11-28 08:36:00,P000061093
39151,苏GB3319,2021-11-28 08:36:00,P000018362
39153,鲁L73131,2021-11-28 08:36:36,P000077535
39158,鲁L92226,2021-11-28 08:43:01,P000046951
39162,鲁L67183,2021-11-28 08:48:02,P000072182
39164,鲁L71119,2021-11-28 08:51:02,P000077535
39167,鲁L69055,2021-11-28 08:54:31,P000014202
39175,鲁Q207EX,2021-11-28 09:06:06,P000042933
39176,鲁L63182,2021-11-28 09:07:32,P000014930
39181,鲁L71972,2021-11-28 09:13:32,P000015059
39187,苏GG8688,2021-11-28 09:16:04,P000061093
39188,苏GG8688,2021-11-28 09:16:04,P000018362
39205,鲁L72365,2021-11-28 09:32:04,P000044310
39208,鲁L69580,2021-11-28 09:39:02,P000077535
39212,鲁Q288ES,2021-11-28 09:40:22,P000017982
39213,鲁L63851,2021-11-28 09:40:31,P000017764
39214,鲁L69917,2021-11-28 09:42:02,P000017764
39218,鲁Q122EG,2021-11-28 09:46:00,P000017982
39219,鲁L89917,2021-11-28 09:46:02,P000017954
39228,鲁L88675,2021-11-28 09:54:02,P000017764
39234,鲁Q500GR,2021-11-28 10:00:04,P000018362
39235,鲁Q500GR,2021-11-28 10:00:04,P000061093
39236,鲁L67621,2021-11-28 10:00:17,P000017982
39239,苏GD5570,2021-11-28 10:02:27,P000017982
39247,鲁L68759,2021-11-28 10:07:32,P000017764
39250,鲁L67952,2021-11-28 10:09:02,P000017764
39252,鲁H95W02,2021-11-28 10:12:06,P000017982
39254,鲁H58X57,2021-11-28 10:14:00,P000018362
39255,鲁H58X57,2021-11-28 10:14:00,P000061093
39258,鲁L13997,2021-11-28 10:16:32,P000017907
39263,苏GL9923,2021-11-28 10:18:07,P000017982
39272,鲁L69822,2021-11-28 10:21:10,P000022741
39275,鲁Q778GA,2021-11-28 10:23:20,P000017982
39281,鲁L73996,2021-11-28 10:27:37,P000017764
39285,鲁L68721,2021-11-28 10:29:02,P000017907
39289,苏GU1260,2021-11-28 10:29:57,P000017982
39290,鲁Q958JE,2021-11-28 10:30:00,P000018362
39291,鲁Q958JE,2021-11-28 10:30:00,P000061093
39294,鲁H81Z78,2021-11-28 10:31:49,P000017982
39303,苏GK2600,2021-11-28 10:36:04,P000017982
39309,鲁Q163EP,2021-11-28 10:38:02,P000017982
39314,鲁L79080,2021-11-28 10:42:02,P000076831
39318,鲁L83678,2021-11-28 10:44:31,P000050429
39319,鲁Q722EZ,2021-11-28 10:45:38,P000017982
39321,鲁L72192,2021-11-28 10:47:02,P000017760
39327,鲁L97859,2021-11-28 10:49:31,P000015400
39328,鲁L73130,2021-11-28 10:50:19,P000050429
39332,鲁UF5987,2021-11-28 10:52:02,P000043918
39337,鲁Q890ER,2021-11-28 10:54:17,P000017982
39338,苏GK5897,2021-11-28 10:56:00,P000017982
39341,鲁L76993,2021-11-28 10:59:01,P000050429
39348,鲁L72576,2021-11-28 11:00:23,P000014484
39351,苏GS8265,2021-11-28 11:01:49,P000019549
39352,苏GS8265,2021-11-28 11:01:49,P000061093
39354,鲁L72278,2021-11-28 11:02:00,P000061093
39355,鲁L72278,2021-11-28 11:02:00,P000018362
39356,苏GR5517,2021-11-28 11:02:04,P000017982
39357,鲁Q068ED,2021-11-28 11:02:08,P000018204
39360,鲁LD1025,2021-11-28 11:03:02,P000050429
39364,鲁Q122FR,2021-11-28 11:04:31,P000017982
39370,鲁L88023,2021-11-28 11:10:31,P000015400
39375,鲁L88391,2021-11-28 11:13:31,P000022741
39377,鲁Q965ET,2021-11-28 11:14:12,P000017982
39379,鲁L67500,2021-11-28 11:14:36,P000043918
39382,鲁L86597,2021-11-28 11:18:02,P000050429
39384,鲁L86710,2021-11-28 11:19:01,P000015400
39388,苏GD2160,2021-11-28 11:21:52,P000017982
39390,鲁L83973,2021-11-28 11:24:02,P000015400
39391,鲁L73762,2021-11-28 11:24:32,P000022293
39392,鲁L75902,2021-11-28 11:25:02,P000015400
39393,鲁L57720,2021-11-28 11:26:02,P000042580
39404,鲁L13595,2021-11-28 11:31:01,P000076832
39406,鲁L98281,2021-11-28 11:34:32,P000015400
39407,鲁L68552,2021-11-28 11:35:31,P000022741
39408,鲁Q377HB,2021-11-28 11:38:00,P000017982
39411,鲁L73833,2021-11-28 11:41:31,P000022293
39412,鲁Q158KT,2021-11-28 11:41:39,P000061093
39413,鲁Q158KT,2021-11-28 11:41:39,P000019549
39414,鲁L13938,2021-11-28 11:43:09,P000014733
39415,鲁L13938,2021-11-28 11:43:09,P000003909
39417,鲁L68321,2021-11-28 11:43:32,P000050317
39422,鲁L79113,2021-11-28 11:47:32,P000076832
39425,鲁L63231,2021-11-28 11:50:00,P000061093
39426,鲁L63231,2021-11-28 11:50:00,P000019549
39427,鲁L72700,2021-11-28 11:51:54,P000003909
39428,鲁L83129,2021-11-28 11:54:00,P000014733
39429,鲁L83129,2021-11-28 11:54:00,P000003909
39431,鲁L95707,2021-11-28 11:55:02,P000050429
39432,鲁L68072,2021-11-28 11:57:32,P000043918
39435,鲁L76110,2021-11-28 11:59:32,P000015400
39436,鲁Q115LC,2021-11-28 12:00:00,P000019549
39437,鲁Q115LC,2021-11-28 12:00:00,P000061093
39439,鲁L87101,2021-11-28 12:02:02,P000015400
39441,鲁L68997,2021-11-28 12:03:43,P000043918
39442,鲁GC0136,2021-11-28 12:06:00,P000061093
39443,鲁GC0136,2021-11-28 12:06:00,P000019549
39444,鲁VQ6361,2021-11-28 12:06:06,P000018362
39445,鲁VQ6361,2021-11-28 12:06:06,P000018362
39448,琼E29667,2021-11-28 12:07:12,P000027226
39449,鲁L76170,2021-11-28 12:09:32,P000015400
39451,鲁L90656,2021-11-28 12:12:02,P000076832
39458,鲁UN2799,2021-11-28 12:18:31,P000043918
39459,鲁Q112HD,2021-11-28 12:19:06,P000003909
39463,鲁L77953,2021-11-28 12:22:31,P000017764
39466,鲁L71631,2021-11-28 12:23:36,P000022293
39470,鲁L73035,2021-11-28 12:27:02,P000015400
39476,鲁L19787,2021-11-28 12:32:00,P000015277
39477,鲁L19787,2021-11-28 12:32:00,P000042933
39487,鲁L65072,2021-11-28 12:40:00,P000061093
39488,鲁L65072,2021-11-28 12:40:00,P000019549
39489,鲁L95963,2021-11-28 12:40:02,P000014202
39490,鲁L67653,2021-11-28 12:40:07,P000043918
39491,鲁L90758,2021-11-28 12:40:31,P000042580
39493,鲁L71693,2021-11-28 12:42:00,P000044310
39494,鲁L85300,2021-11-28 12:42:02,P000015400
39497,鲁L67765,2021-11-28 12:44:00,P000061093
39498,鲁L67765,2021-11-28 12:44:00,P000019549
39501,鲁L12822,2021-11-28 12:47:02,P000027712
39502,鲁L86708,2021-11-28 12:47:31,P000015400
39506,鲁L15587,2021-11-28 12:48:05,P000018204
39507,鲁L86261,2021-11-28 12:49:43,P000018886
39508,鲁L86261,2021-11-28 12:49:43,P000003909
39509,苏GH6378,2021-11-28 12:49:45,P000018204
39511,鲁L70695,2021-11-28 12:51:31,P000046951
39523,鲁L85233,2021-11-28 12:59:31,P000015400
39524,鲁L69651,2021-11-28 13:01:02,P000043918
39526,鲁L77518,2021-11-28 13:04:02,P000050429
39529,鲁L87060,2021-11-28 13:05:02,P000015400
39536,鲁L15623,2021-11-28 13:12:00,P000018204
39542,鲁L75560,2021-11-28 13:17:02,P000055551
39543,鲁L71583,2021-11-28 13:17:36,P000040765
39546,鲁L60055,2021-11-28 13:20:02,P000055787
39553,苏GR0181,2021-11-28 13:26:00,P000018204
39554,鲁L79089,2021-11-28 13:27:02,P000015400
39558,苏GP1653,2021-11-28 13:28:05,P000018204
39567,鲁Q695FR,2021-11-28 13:34:13,P000027226
39574,鲁L68188,2021-11-28 13:37:31,P000017954
39586,鲁L72222,2021-11-28 13:44:08,P000018362
39587,鲁Q211EQ,2021-11-28 13:46:00,P000027226
39590,苏H5661T,2021-11-28 13:52:31,P000021313
39596,苏GW9969,2021-11-28 13:56:00,P000018204
39598,鲁L39791,2021-11-28 13:56:07,P000071137
39606,鲁UF7053,2021-11-28 14:07:31,P000055551
39607,苏GR0878,2021-11-28 14:12:00,P000018204
39608,鲁L99737,2021-11-28 14:12:02,P000076832
39610,鲁L13878,2021-11-28 14:14:02,P000017954
39615,鲁L15186,2021-11-28 14:16:10,P000001535
39616,琼E27259,2021-11-28 14:16:32,P000027226
39617,鲁L68093,2021-11-28 14:18:02,P000017954
39624,鲁L78667,2021-11-28 14:26:07,P000015400
39633,鲁L85088,2021-11-28 14:32:02,P000050429
39649,鲁L69978,2021-11-28 14:46:19,P000014597
39653,琼E13687,2021-11-28 14:48:03,P000027226
39662,鲁L13613,2021-11-28 14:54:00,P000018204
39666,鲁L70178,2021-11-28 14:59:57,P000027226
39669,鲁L88817,2021-11-28 15:02:54,P000055787
39670,琼E28553,2021-11-28 15:04:03,P000027226
39672,苏GX0167,2021-11-28 15:06:00,P000018362
39673,鲁L73176,2021-11-28 15:06:28,P000027226
39675,鲁L73131,2021-11-28 15:06:38,P000017954
39678,琼E26279,2021-11-28 15:08:32,P000027226
39691,鲁UT6762,2021-11-28 15:22:01,P000055551
39692,鲁L85751,2021-11-28 15:24:00,P000061093
39698,苏GW1036,2021-11-28 15:32:04,P000018204
39700,鲁L15136,2021-11-28 15:33:02,P000050429
39716,鲁L85550,2021-11-28 15:48:32,P000076832
39719,鲁L78757,2021-11-28 15:50:32,P000027712
39721,鲁L69917,2021-11-28 15:51:31,P000050317
39724,鲁L98321,2021-11-28 15:55:02,P000050429
39726,鲁L57006,2021-11-28 15:56:47,P000071137
39727,鲁L57006,2021-11-28 15:56:47,P000071137
39748,鲁L88905,2021-11-28 16:11:31,P000024571
39754,苏GV2521,2021-11-28 16:20:00,P000018204
39760,鲁L71706,2021-11-28 16:26:03,P000014484
39761,鲁L71706,2021-11-28 16:26:03,P000044310
39765,鲁L15932,2021-11-28 16:30:05,P000018204
39778,鲁L75905,2021-11-28 16:43:01,P000050429
39790,苏GG9595,2021-11-28 16:52:00,P000017982
39792,鲁L91668,2021-11-28 16:53:02,P000021313
39806,鲁L68023,2021-11-28 17:05:09,P000072182
39820,鲁L72192,2021-11-28 17:14:31,P000027712
39822,鲁L92226,2021-11-28 17:17:32,P000050429
39830,苏GK3918,2021-11-28 17:22:41,P000005367
39835,鲁L71972,2021-11-28 17:32:02,P000017812
39845,苏GR0090,2021-11-28 17:40:07,P000017982
39849,苏GM3725,2021-11-28 17:46:04,P000017982
39853,苏GT9806,2021-11-28 17:50:00,P000006176
39854,苏GT9806,2021-11-28 17:50:00,P000006176
39856,鲁L68757,2021-11-28 17:51:02,P000072182
39858,鲁L13723,2021-11-28 17:54:05,P000017982
39860,鲁L68997,2021-11-28 17:56:32,P000072182
39865,鲁Q012FP,2021-11-28 18:00:04,P000027226
39871,鲁Q055LG,2021-11-28 18:04:37,P000027226
39873,鲁H62D99,2021-11-28 18:05:30,P000003909
39881,鲁L57353,2021-11-28 18:09:02,P000017760
39882,鲁L77690,2021-11-28 18:11:01,P000055551
39884,鲁L79113,2021-11-28 18:12:02,P000051459
39891,鲁L73121,2021-11-28 18:15:19,P000003909
39892,鲁L71267,2021-11-28 18:15:32,P000014202
39903,鲁H56S01,2021-11-28 18:19:53,P000003909
39905,苏GJ6972,2021-11-28 18:23:52,P000017982
39917,鲁JA9681,2021-11-28 18:34:00,P000018362
39919,鲁L72029,2021-11-28 18:36:02,P000055787
39923,鲁L65153,2021-11-28 18:37:01,P000051459
39924,琼E10248,2021-11-28 18:38:00,P000027226
39925,鲁L68655,2021-11-28 18:38:02,P000055787
39930,鲁L68321,2021-11-28 18:43:01,P000055787
39931,鲁Q512SK,2021-11-28 18:43:13,P000001535
39932,鲁L77953,2021-11-28 18:43:32,P000076831
39934,鲁L69822,2021-11-28 18:46:32,P000050317
39944,鲁L69157,2021-11-28 18:51:31,P000055787
39947,鲁L57720,2021-11-28 18:54:31,P000042580
39951,鲁L59103,2021-11-28 18:58:00,P000017982
39970,鲁L63182,2021-11-28 19:14:32,P000017760
39971,苏GQ5895,2021-11-28 19:14:54,P000003909
39977,鲁L12672,2021-11-28 19:26:30,P000005367
39978,苏GN2526,2021-11-28 19:27:04,P000003909
39983,鲁L99788,2021-11-28 19:28:11,P000001535
39985,苏GX1913,2021-11-28 19:29:03,P000003909
39986,苏GJ5951,2021-11-28 19:30:00,P000017982
40005,鲁L79950,2021-11-28 19:46:01,P000014202
40014,鲁L71812,2021-11-28 19:52:59,P000042933
40015,鲁L71631,2021-11-28 19:53:01,P000017760
40017,鲁L67500,2021-11-28 19:54:31,P000043918
40019,鲁L69260,2021-11-28 19:58:02,P000015622
40021,鲁L79366,2021-11-28 19:59:01,P000017760
40023,鲁LD7530,2021-11-28 20:02:54,P000042933
40026,鲁L13595,2021-11-28 20:05:32,P000017760
40034,苏GM7780,2021-11-28 20:16:03,P000018362
40035,苏GM7780,2021-11-28 20:16:03,P000019549
40037,鲁L69300,2021-11-28 20:16:32,P000017812
40039,鲁L61106,2021-11-28 20:17:41,P000014453
40041,鲁L72163,2021-11-28 20:18:32,P000042933
40043,鲁L57725,2021-11-28 20:20:31,P000024571
40046,鲁L15520,2021-11-28 20:22:00,P000027295
40048,鲁L15520,2021-11-28 20:22:00,P000027295
40049,鲁Q262KD,2021-11-28 20:22:05,P000017982
40053,鲁L60055,2021-11-28 20:25:32,P000014202
40054,鲁Q866FY,2021-11-28 20:26:00,P000017982
40057,鲁L17303,2021-11-28 20:28:52,P000014453
40063,鲁L65172,2021-11-28 20:34:32,P000017812
40072,鲁L71556,2021-11-28 20:39:10,P000042933
40073,鲁L58505,2021-11-28 20:39:32,P000017812
40090,琼E24048,2021-11-28 20:59:28,P000042933
40093,鲁L58318,2021-11-28 21:05:34,P000014453
40101,鲁Q769DD,2021-11-28 21:10:00,P000018204
40102,鲁Q769DD,2021-11-28 21:10:00,P000018204
40106,鲁L39270,2021-11-28 21:14:31,P000050314
40108,鲁L39039,2021-11-28 21:17:32,P000050314
40110,鲁L13973,2021-11-28 21:18:00,P000018204
40111,苏GK2600,2021-11-28 21:20:00,P000017982
40112,苏GK2600,2021-11-28 21:20:00,P000018204
40116,鲁L68093,2021-11-28 21:25:02,P000017812
40124,鲁L99559,2021-11-28 21:35:02,P000073281
40130,琼E21265,2021-11-28 21:40:00,P000018362
40131,琼E21265,2021-11-28 21:40:00,P000019549
40133,鲁L19588,2021-11-28 21:40:04,P000018204
40134,鲁L19588,2021-11-28 21:40:04,P000017982
40136,琼E22949,2021-11-28 21:42:00,P000018362
40137,鲁UF5987,2021-11-28 21:43:01,P000024571
40138,琼E25545,2021-11-28 21:43:37,P000042933
40148,鲁UP8116,2021-11-28 22:01:02,P000024571
40149,鲁L88391,2021-11-28 22:04:02,P000024571
40154,鲁L67183,2021-11-28 22:08:47,P000021313
40155,鲁L90758,2021-11-28 22:09:02,P000017812
40157,鲁L95963,2021-11-28 22:11:02,P000042106
40169,鲁L85550,2021-11-28 22:25:38,P000015622
40180,鲁L59995,2021-11-28 22:39:35,P000042933
40233,苏GH6378,2021-11-28 23:46:12,P000018204
40234,苏GH6378,2021-11-28 23:46:12,P000017982
40236,鲁UF7053,2021-11-28 23:47:02,P000024571
40237,鲁L85333,2021-11-28 23:49:54,P000014453
40238,鲁UV0185,2021-11-28 23:54:31,P000024571
40241,鲁L59357,2021-11-28 23:58:08,P000018204
40242,鲁L59357,2021-11-28 23:58:08,P000017982
40247,鲁UW7761,2021-11-29 00:11:02,P000024571
40249,鲁LD0092,2021-11-29 00:12:42,P000017982
40250,鲁LD0092,2021-11-29 00:12:42,P000018204
40272,鲁L68759,2021-11-29 00:52:31,P000043918
40287,鲁L70623,2021-11-29 01:21:37,P000018204
40288,鲁L70623,2021-11-29 01:21:37,P000017982
40293,苏GD3030,2021-11-29 01:29:50,P000017982
40294,苏GD3030,2021-11-29 01:29:50,P000018204
40305,鲁L88817,2021-11-29 02:00:03,P000055787
40308,鲁UT6762,2021-11-29 02:05:02,P000024571
40337,鲁L68188,2021-11-29 03:47:02,P000051459
40342,鲁L99737,2021-11-29 04:02:31,P000042580
40344,苏GG6099,2021-11-29 04:06:00,P000014533
40350,鲁L83678,2021-11-29 04:59:02,P000055551
40351,鲁L91380,2021-11-29 05:02:15,P000047378
40353,鲁L69651,2021-11-29 05:12:32,P000043918
40357,鲁L67653,2021-11-29 05:15:02,P000043918
40361,鲁L66315,2021-11-29 05:36:02,P000055787
40362,鲁LH5965,2021-11-29 05:36:32,P000055787
40366,鲁L93323,2021-11-29 05:46:31,P000021313
40367,鲁L69653,2021-11-29 05:49:01,P000051459
40368,鲁L68026,2021-11-29 05:50:02,P000051459
40373,苏GQ6109,2021-11-29 06:02:00,P000019549
40374,苏GQ6109,2021-11-29 06:02:00,P000018362
40382,鲁L91668,2021-11-29 06:13:01,P000021313
40383,鲁L67973,2021-11-29 06:14:32,P000021313
40391,苏GP5912,2021-11-29 06:34:58,P000019549
40392,苏GP5912,2021-11-29 06:34:58,P000018362
40395,琼E13276,2021-11-29 06:36:58,P000014533
40397,苏GL8015,2021-11-29 06:39:01,P000019549
40398,苏GL8015,2021-11-29 06:39:01,P000018362
40401,苏GN3229,2021-11-29 06:50:19,P000019549
40402,苏GN3229,2021-11-29 06:50:19,P000018362
40403,鲁L76625,2021-11-29 06:51:02,P000024571
40410,鲁L68072,2021-11-29 07:14:01,P000055787
40422,鲁L88905,2021-11-29 07:55:06,P000021313
40424,鲁L77518,2021-11-29 07:56:02,P000021313
40433,鲁L67952,2021-11-29 08:25:31,P000077535
40439,鲁L67065,2021-11-29 08:38:01,P000021313
40441,鲁L79550,2021-11-29 08:39:02,P000055551
40446,鲁Q879GG,2021-11-29 08:45:46,P000073677
40450,琼E18577,2021-11-29 08:47:08,P000027226
40451,鲁L76993,2021-11-29 08:48:02,P000015400
40453,鲁L79710,2021-11-29 08:49:06,P000015400
40455,鲁L68980,2021-11-29 08:51:31,P000021313
40458,鲁L75560,2021-11-29 08:52:07,P000055551
40459,琼E14289,2021-11-29 08:52:58,P000027226
40468,鲁L67103,2021-11-29 09:03:02,P000015400
40469,苏GT7056,2021-11-29 09:04:22,P000005367
40472,鲁L86710,2021-11-29 09:06:02,P000015400
40473,苏GY7057,2021-11-29 09:06:07,P000018362
40475,鲁Q138KG,2021-11-29 09:12:00,P000018362
40476,鲁LD1025,2021-11-29 09:14:33,P000015400
40477,苏GR8369,2021-11-29 09:14:41,P000018362
40480,苏GB3319,2021-11-29 09:16:00,P000018362
40496,鲁Q261GD,2021-11-29 09:26:12,P000042933
40500,鲁L98321,2021-11-29 09:28:02,P000015400
40504,鲁L15310,2021-11-29 09:31:33,P000042804
40505,鲁L86708,2021-11-29 09:32:03,P000015400
40509,鲁L76170,2021-11-29 09:33:02,P000015400
40510,鲁Q207EX,2021-11-29 09:34:51,P000042933
40512,鲁L65172,2021-11-29 09:36:32,P000021313
40520,苏GY6196,2021-11-29 09:42:06,P000018362
40521,苏GY6196,2021-11-29 09:42:06,P000018362
40524,鲁L90656,2021-11-29 09:45:32,P000042804
40535,鲁L13333,2021-11-29 09:49:01,P000021313
40537,鲁L86785,2021-11-29 09:53:31,P000015400
40541,鲁L87101,2021-11-29 09:56:32,P000042804
40542,鲁L73996,2021-11-29 09:57:02,P000013819
40543,鲁L75822,2021-11-29 09:57:20,P000016731
40544,鲁L72700,2021-11-29 09:58:00,P000042933
40545,苏GB3319,2021-11-29 09:58:04,P000018362
40546,鲁L97810,2021-11-29 09:59:32,P000015400
40547,苏GV2010,2021-11-29 10:00:00,P000018362
40551,鲁L88023,2021-11-29 10:04:02,P000042804
40555,鲁L95707,2021-11-29 10:09:31,P000027712
40561,苏GR8369,2021-11-29 10:12:18,P000018362
40564,鲁L88817,2021-11-29 10:14:11,P000055787
40572,鲁L97859,2021-11-29 10:16:32,P000015400
40573,鲁L86597,2021-11-29 10:17:01,P000015059
40584,苏GT3562,2021-11-29 10:24:06,P000018362
40585,鲁L85300,2021-11-29 10:25:02,P000015400
40586,鲁L76155,2021-11-29 10:25:11,P000015400
40589,鲁L92226,2021-11-29 10:29:02,P000046951
40608,苏GJ5951,2021-11-29 10:38:00,P000018204
40613,鲁L68703,2021-11-29 10:40:32,P000017760
40614,鲁UP8992,2021-11-29 10:42:00,P000018204
40616,鲁L69832,2021-11-29 10:44:02,P000013819
40620,鲁L78667,2021-11-29 10:46:31,P000015400
40625,鲁L85902,2021-11-29 10:50:02,P000042804
40632,鲁L85233,2021-11-29 10:54:02,P000015400
40634,苏GK2600,2021-11-29 10:56:00,P000017982
40635,苏GK2600,2021-11-29 10:56:00,P000018204
40636,鲁L73130,2021-11-29 10:56:32,P000050429
40638,鲁L70765,2021-11-29 10:56:48,P000003909
40640,鲁L57720,2021-11-29 10:58:02,P000015059
40643,鲁L96135,2021-11-29 11:01:52,P000003909
40651,鲁L83973,2021-11-29 11:10:02,P000015400
40653,鲁L67500,2021-11-29 11:12:02,P000051457
40659,鲁Q307EU,2021-11-29 11:18:59,P000042933
40661,鲁L95176,2021-11-29 11:21:02,P000016685
40672,鲁L79089,2021-11-29 11:24:31,P000042580
40681,鲁L69300,2021-11-29 11:28:02,P000019735
40689,鲁L79366,2021-11-29 11:32:13,P000050429
40690,鲁L69629,2021-11-29 11:32:39,P000042933
40691,鲁L77953,2021-11-29 11:34:01,P000050429
40693,鲁Q220EX,2021-11-29 11:35:28,P000042933
40699,鲁Q657KJ,2021-11-29 11:38:00,P000036016
40701,苏GV2010,2021-11-29 11:38:09,P000018362
40703,鲁L15136,2021-11-29 11:40:02,P000050429
40708,鲁L73762,2021-11-29 11:41:02,P000017760
40709,鲁L65153,2021-11-29 11:41:32,P000051457
40710,鲁L56600,2021-11-29 11:42:31,P000015400
40712,鲁L13595,2021-11-29 11:44:31,P000076832
40714,苏GT3562,2021-11-29 11:46:07,P000018362
40734,鲁L87060,2021-11-29 12:03:01,P000015400
40736,鲁L75090,2021-11-29 12:05:01,P000015400
40744,鲁L12822,2021-11-29 12:08:02,P000050429
40746,鲁L67653,2021-11-29 12:08:38,P000019735
40748,鲁L57006,2021-11-29 12:10:07,P000001535
40755,鲁L73035,2021-11-29 12:14:02,P000051457
40761,鲁L75902,2021-11-29 12:17:01,P000050429
40767,鲁L13878,2021-11-29 12:23:02,P000042580
40768,鲁L69651,2021-11-29 12:24:02,P000019735
40772,鲁Q500GR,2021-11-29 12:30:59,P000027226
40775,鲁L79113,2021-11-29 12:32:31,P000050429
40776,鲁L70312,2021-11-29 12:34:00,P000018204
40777,鲁L70312,2021-11-29 12:34:00,P000017982
40778,鲁L68132,2021-11-29 12:35:15,P000017982
40783,鲁L85088,2021-11-29 12:39:31,P000050429
40784,鲁L63875,2021-11-29 12:40:31,P000051457
40785,鲁L68655,2021-11-29 12:40:38,P000051457
40787,苏GW9969,2021-11-29 12:42:12,P000017982
40795,鲁L67903,2021-11-29 12:49:32,P000051457
40808,鲁L15587,2021-11-29 13:01:07,P000017982
40809,鲁L15587,2021-11-29 13:01:07,P000018204
40812,鲁UF5987,2021-11-29 13:04:02,P000076832
40820,鲁L13613,2021-11-29 13:10:00,P000018204
40821,鲁L13613,2021-11-29 13:10:00,P000017982
40824,鲁Q163EP,2021-11-29 13:11:42,P000027226
40825,苏GD2160,2021-11-29 13:12:00,P000018204
40826,苏GD2160,2021-11-29 13:12:00,P000017982
40827,鲁L98281,2021-11-29 13:12:02,P000015400
40839,鲁Q158KT,2021-11-29 13:21:35,P000017982
40841,鲁L99737,2021-11-29 13:23:31,P000076832
40843,鲁LD0092,2021-11-29 13:24:00,P000018204
40844,鲁LD0092,2021-11-29 13:24:00,P000017982
40845,鲁UT6762,2021-11-29 13:24:31,P000043918
40846,鲁L72516,2021-11-29 13:26:00,P000017982
40868,鲁L68759,2021-11-29 13:47:01,P000027712
40871,鲁L68826,2021-11-29 13:48:00,P000017982
